경기도 용인시 기흥구 고매동,세원,28000.0
경기도 파주시 조리읍 대원리,그린시티동문(218-0),23800.0
경기도 파주시 조리읍 대원리,그린시티동문(218-0),28500.0
경기도 이천시 증포동,대우2,28000.0
경기도 포천시 소흘읍 송우리,영화,30000.0
