"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"1","서울특별시 은평구 진관동","2","0002","0000","상림마을6단지푸르지오(606~614동)BL1-7","84.7900","202605","18","76,500","-","3","개인","개인","2008","진관4로 100","-","중개거래","서울 은평구","-"
"2","경기도 남양주시 화도읍 마석우리","552","0552","0000","보미청광플러스원","84.9694","202605","18","31,500","-","3","개인","개인","2005","맷돌로 50","-","중개거래","경기 남양주시","-"
"3","충청남도 아산시 둔포면 석곡리","1810","1810","0000","아산테크노밸리이지더원7단지","76.5619","202605","18","25,000","-","24","개인","개인","2017","아산밸리남로 77","-","중개거래","충남 아산시","-"
"4","강원특별자치도 동해시 발한동","334-1","0334","0001","삼성","84.9900","202605","18","12,300","-","2","개인","개인","1996","해안로 605","-","중개거래","강원 동해시","-"
"5","인천광역시 서구 원당동","1018","1018","0000","검단신도시푸르지오더베뉴","75.8400","202605","18","64,000","-","6","개인","개인","2021","이음6로 33","-","중개거래","인천 서구","-"
"6","부산광역시 사상구 학장동","574-111","0574","0111","1차삼성","84.9900","202605","18","19,000","-","9","개인","개인","1997","대동로 148-29","-","중개거래","부산 금정구","-"
"7","충청북도 청주시 청원구 내수읍 내수리","200-3","0200","0003","삼일","59.6840","202605","18","7,100","-","3","개인","개인","1996","내수로 639","-","중개거래","충북 청주시 청원구","-"
"8","울산광역시 북구 신천동","244","0244","0000","무지개1","59.8500","202605","18","10,000","-","20","개인","개인","1993","제내5길 26","-","중개거래","울산 북구","-"
"9","부산광역시 해운대구 반여동","1662","1662","0000","메가센텀한화꿈에그린","84.9793","202605","18","53,000","-","23","개인","개인","2008","반여로 67","-","중개거래","부산 해운대구","-"
"10","부산광역시 해운대구 좌동","1337","1337","0000","현대","84.4100","202605","18","51,000","-","18","개인","개인","1996","양운로37번길 11","-","중개거래","부산 해운대구","-"
"11","부산광역시 부산진구 범천동","974-4","0974","0004","범천동이즈팰리스","55.6900","202605","18","18,000","-","10","개인","개인","2016","범천로12번길 7","-","중개거래","부산 연제구","-"
"12","제주특별자치도 제주시 외도일동","560-1","0560","0001","외도부영1차","59.9330","202605","18","24,000","-","4","개인","개인","2000","우정로11길 22","-","중개거래","제주 제주시","-"
"13","전북특별자치도 군산시 조촌동","491","0491","0000","삼성아파트","73.8300","202605","18","9,000","-","4","개인","개인","1992","백릉로 162","-","직거래","-","-"
"14","울산광역시 남구 신정동","851-21","0851","0021","신정현대홈타운3","84.9600","202605","18","47,500","-","21","개인","개인","2001","수암로129번길 25","-","중개거래","울산 남구","-"
"15","경상남도 창원시 의창구 소답동","410-3","0410","0003","오션빌리지","72.9600","202605","18","19,500","-","9","개인","개인","2012","의안로70번길 15","-","중개거래","경남 창원시 의창구","-"
"16","부산광역시 수영구 남천동","41-2","0041","0002","소라맨션","64.8900","202605","18","23,500","-","3","개인","개인","1979","수영로487번길 20","-","중개거래","부산 수영구","-"
"17","경상남도 창원시 마산합포구 자산동","326-2","0326","0002","한우아파트","57.8500","202605","18","9,000","-","1","개인","개인","1986","자산솔밭로 52","-","중개거래","경남 창원시 마산합포구","-"
"18","경기도 양주시 옥정동","1095","1095","0000","e편한세상옥정메트로포레","66.9730","202605","18","37,600","-","25","개인","개인","2020","옥정동로 10","-","중개거래","경기 양주시","-"
"19","광주광역시 광산구 선암동","549","0549","0000","광주선운지구이지더원3단지","72.2197","202605","18","35,500","-","20","개인","개인","2016","선운로 55","-","중개거래","광주 광산구, 광주 서구","-"
"20","경상북도 포항시 남구 오천읍 용산리","313-5","0313","0005","삼주용산타운","59.1160","202605","18","4,000","-","2","개인","개인","1995","정몽주로 164","-","직거래","-","-"
"21","인천광역시 서구 원당동","987","0987","0000","검단신도시로제비앙라포레","84.4159","202605","18","48,000","-","15","개인","개인","2022","서로3로 277","-","중개거래","인천 서구","-"
"22","경기도 평택시 고덕동","2664-2","2664","0002","호반써밋고덕국제신도시에듀파크","84.2876","202605","18","61,000","-","7","개인","개인","2022","고덕로 270","-","직거래","-","-"
"23","강원특별자치도 춘천시 칠전동","529-2","0529","0002","춘천칠전사랑으로부영","59.9381","202605","18","17,700","-","8","개인","개인","2012","칠전서길 45","-","중개거래","강원 춘천시","-"
"24","경기도 용인시 수지구 풍덕천동","664","0664","0000","풍림아파트","59.7600","202605","18","62,000","-","4","개인","개인","1994","문인로 59","-","중개거래","경기 용인시 수지구","-"
"25","충청북도 청주시 청원구 율량동","1265","1265","0000","율량효성","59.8600","202605","18","12,000","-","5","개인","개인","1996","사뜸로67번길 13","-","중개거래","충북 청주시 청원구","-"
"26","전북특별자치도 군산시 문화동","26","0026","0000","삼성아파트","65.1600","202605","18","8,500","-","7","개인","개인","1992","백토로 93","-","직거래","-","-"
"27","경기도 수원시 권선구 금곡동","1081","1081","0000","호매실역서희스타힐스","84.9800","202605","18","65,000","-","13","개인","개인","2011","금곡로 46","-","직거래","-","-"
"28","경상북도 구미시 송정동","1","0001","0000","푸르지오 캐슬B단지","137.1293","202605","18","49,500","-","9","개인","개인","2007","산책길 7","-","중개거래","경북 구미시","-"
"29","광주광역시 서구 금호동","809","0809","0000","호반리젠시빌5차","84.8910","202605","18","31,000","-","14","개인","개인","2002","화개1로78번길 8","-","중개거래","광주 서구","-"
"30","전북특별자치도 익산시 영등동","810","0810","0000","제일4차","59.7700","202605","18","15,700","-","5","개인","개인","1999","무왕로9길 60","-","직거래","-","-"
"31","전북특별자치도 익산시 영등동","682","0682","0000","동신","84.9600","202605","18","13,000","-","15","개인","개인","1992","약촌로 228","-","직거래","-","-"
"32","울산광역시 남구 삼산동","172-1","0172","0001","세양청구마을","84.9900","202605","18","37,800","-","12","개인","개인","1997","돋질로401번길 12","-","중개거래","울산 남구","-"
"33","충청남도 천안시 서북구 두정동","2068","2068","0000","한화포레나천안두정","76.7079","202605","18","40,500","-","16","개인","개인","2022","천안대로 980-17","-","중개거래","충남 천안시 서북구","-"
"34","대구광역시 남구 이천동","1181","1181","0000","대봉교역금호어울림에듀리버","84.2063","202605","18","54,800","-","26","개인","개인","2024","대봉로30길 12","-","중개거래","대구 남구","-"
"35","경기도 고양시 일산서구 일산동","1670","1670","0000","산들마을5단지","84.8617","202605","18","42,000","-","11","개인","개인","2004","일중로 30","-","중개거래","경기 고양시 일산서구","-"
"36","서울특별시 서대문구 충정로3가","465","0465","0000","충정리시온","41.4800","202605","18","48,800","-","12","개인","개인","2004","서소문로 27","-","중개거래","서울 서대문구","-"
"37","전북특별자치도 익산시 어양동","606-1","0606","0001","쌍용","38.8900","202605","18","5,000","-","5","개인","개인","1988","하나로 357","-","직거래","-","-"
"38","경상남도 밀양시 가곡동","549-8","0549","0008","휴엔홈3차","84.5742","202605","18","24,000","-","3","개인","개인","2019","가곡중앙길 3","-","중개거래","경남 밀양시","-"
"39","광주광역시 북구 일곡동","817-5","0817","0005","청솔3차","48.4500","202605","18","9,500","-","7","개인","개인","2000","일곡마을로 225","-","직거래","-","-"
"40","경기도 광주시 쌍령동","502","0502","0000","광주역대광로제비앙","64.7769","202605","18","35,800","-","16","개인","개인","2017","경충대로 1430","-","중개거래","경기 광주시","-"
"41","경상남도 창원시 마산합포구 중앙동2가","3-38","0003","0038","남명세비앙","84.9844","202605","18","21,000","-","7","개인","개인","2005","중앙남3길 10","-","중개거래","경남 창원시 마산합포구","-"
"42","경상남도 양산시 물금읍 범어리","502-1","0502","0001","대동타운","39.7150","202605","18","6,600","-","15","개인","개인","1995","오봉로 165","-","중개거래","경남 양산시","-"
"43","충청남도 아산시 음봉면 덕지리","21-3","0021","0003","초원그린타운","39.2700","202605","18","4,250","-","1","개인","개인","1997","음봉로681번길 24","-","중개거래","충남 아산시","-"
"44","경상남도 양산시 남부동","602-1","0602","0001","현대롯데청어람","59.7730","202605","18","20,850","-","8","개인","개인","2005","양주로 94","-","중개거래","경남 양산시","-"
"45","대전광역시 서구 도안동","966","0966","0000","한라비발디","84.9334","202605","18","44,700","-","12","개인","개인","2011","도안북로 136","-","중개거래","대전 서구","-"
"46","대전광역시 동구 대동","539","0539","0000","이스트시티1단지","84.9800","202605","18","55,000","-","24","개인","개인","2018","동대전로46번길 30","-","중개거래","대전 동구","-"
"47","울산광역시 북구 산하동","1033-1","1033","0001","울산블루마시티2차푸르지오","59.7799","202605","18","20,700","-","4","개인","개인","2015","강동산하2로 43","-","중개거래","울산 북구","-"
"48","광주광역시 광산구 신창동","1264","1264","0000","신창5차부영사랑으로","84.9931","202605","18","30,800","-","11","개인","개인","2006","신창로71번길 16","-","중개거래","광주 광산구","-"
"49","경기도 수원시 장안구 조원동","861","0861","0000","주공뉴타운2","84.3400","202605","18","37,000","-","17","개인","개인","2001","금당로39번길 34","-","직거래","-","-"
"50","광주광역시 북구 연제동","36-1","0036","0001","현대","84.9450","202605","18","17,900","-","8","개인","개인","1992","양일로 55","-","중개거래","광주 북구","-"
"51","대전광역시 서구 정림동","642","0642","0000","백목련","49.1400","202605","18","13,450","-","9","개인","개인","1992","정림서로138번길 21","-","중개거래","대전 서구, 대전 중구","-"
"52","경기도 의정부시 가능동","847","0847","0000","e편한세상녹양역","62.0312","202605","18","34,800","-","5","개인","개인","2019","녹양로34번길 47","-","중개거래","경기 의정부시","-"
"53","경기도 고양시 일산동구 마두동","789","0789","0000","강촌마을(라이프)","36.4500","202605","18","23,000","-","5","개인","개인","1992","강석로 110","-","중개거래","경기 고양시 일산서구","-"
"54","인천광역시 서구 석남동","522-3","0522","0003","보광네오센스","59.9600","202605","18","19,500","-","5","개인","개인","2003","염곡로272번길 13","20260518","중개거래","인천 서구","-"
"55","전라남도 진도군 진도읍 교동리","570-1","0570","0001","대일임대","84.6885","202605","18","15,900","-","6","개인","개인","2000","교동2길 20","-","중개거래","전남 진도군","-"
"56","경상북도 경산시 하양읍 서사리","281","0281","0000","경산하양금호어울림","59.9300","202605","18","19,000","-","2","개인","개인","2022","서사도리로 31","-","중개거래","경북 경산시","-"
"57","경기도 수원시 영통구 영통동","972-2","0972","0002","벽적골주공휴먼시아8단지","49.5900","202605","18","31,800","-","7","개인","개인","1997","영통로290번길 26","-","중개거래","경기 수원시 영통구","-"
"58","충청북도 청주시 서원구 사직동","927","0927","0000","푸르지오캐슬(201)","59.7400","202605","18","23,200","-","10","개인","개인","2010","예체로67번길 12-8","-","중개거래","충북 청주시 서원구","-"
"59","충청남도 천안시 동남구 신방동","2191","2191","0000","신방삼부르네상스","59.9828","202605","18","25,000","-","13","개인","개인","2023","풍세로 678-22","-","직거래","-","-"
"60","경기도 남양주시 호평동","371","0371","0000","라인그린","59.9300","202605","18","23,000","-","16","개인","개인","1997","천마산로 65-2","-","중개거래","경기 남양주시","-"
"61","부산광역시 동구 초량동","723","0723","0000","초량베스티움센트럴베이","73.2768","202605","18","53,900","-","22","개인","개인","2021","홍곡로 37","-","중개거래","부산 동구","-"
"62","인천광역시 계양구 작전동","912-4","0912","0004","도두리마을동남","59.5200","202605","18","23,000","-","19","개인","개인","1997","도두리로 62","-","중개거래","인천 서구","-"
"63","전라남도 순천시 해룡면 상삼리","654","0654","0000","우미1","49.7700","202605","18","5,900","-","1","개인","개인","1993","기적의도서관길 95","-","중개거래","전남 순천시","-"
"64","인천광역시 서구 당하동","1276-2","1276","0002","파라곤센트럴파크","84.9595","202605","18","66,000","-","9","개인","개인","2022","이음2로 29","-","중개거래","인천 서구","-"
"65","경기도 파주시 와동동","1338","1338","0000","가람마을7단지한라비발디","84.9600","202605","18","46,000","-","20","개인","개인","2012","가람로116번길 130","-","중개거래","경기 파주시","-"
"66","전라남도 여수시 돌산읍 우두리","1134-2","1134","0002","청솔3차","59.8500","202605","18","8,400","-","12","개인","개인","2003","강남동로 46-7","-","직거래","-","-"
"67","경상북도 경산시 압량읍 신대리","709","0709","0000","이편한세상경산신대아파트","84.7934","202605","18","25,000","-","9","법인","개인","2015","압독로 38-10","-","직거래","-","-"
"68","인천광역시 서구 당하동","1075-9","1075","0009","검단힐스테이트5차","84.9656","202605","18","45,900","-","11","개인","개인","2013","청마로34번길 6","-","중개거래","인천 서구","-"
"69","광주광역시 서구 금호동","809","0809","0000","호반리젠시빌5차","84.8910","202605","18","32,000","-","15","개인","개인","2002","화개1로78번길 8","-","중개거래","광주 서구","-"
"70","세종특별자치시  고운동","2112","2112","0000","가락마을18단지","100.8986","202605","18","57,500","-","4","개인","개인","2018","마음안1로 139","-","중개거래","세종","-"
"71","광주광역시 북구 연제동","1119","1119","0000","힐스테이트연제","84.9934","202605","18","42,700","-","7","개인","개인","2020","양일1로 31","-","중개거래","광주 북구","-"
"72","경기도 시흥시 정왕동","2712","2712","0000","시화MTV호반써밋더퍼스트오션","84.9959","202605","18","41,400","-","23","개인","개인","2022","거북섬남로 45","-","중개거래","경기 시흥시","-"
"73","충청북도 충주시 중앙탑면 용전리","661","0661","0000","e편한세상충주","59.8527","202605","18","18,000","-","9","개인","개인","2017","원앙9길 15","-","중개거래","충북 충주시","-"
"74","부산광역시 기장군 기장읍 대라리","240","0240","0000","이진캐스빌","59.9100","202605","18","17,500","-","6","개인","개인","2003","차성서로 51","-","중개거래","부산 기장군","-"
"75","인천광역시 서구 신현동","302-1","0302","0001","루원e-편한세상하늘채아파트","84.9920","202605","18","55,500","-","12","개인","개인","2010","가정로 387","-","중개거래","인천 서구","-"
"76","대구광역시 달성군 논공읍 북리","803-4","0803","0004","논공성원아파트","59.4000","202605","18","5,800","-","18","개인","개인","1996","논공로23길 14","-","직거래","-","-"
"77","경기도 남양주시 진접읍 연평리","846","0846","0000","원일궁의문","112.7020","202605","18","46,000","-","9","개인","개인","2010","양진로1020번길 32","-","중개거래","경기 남양주시","-"
"78","서울특별시 은평구 진관동","1","0001","0000","상림마을6단지푸르지오(615~621동)BL1-6","101.6100","202605","18","87,000","-","8","개인","개인","2008","진관4로 107","-","중개거래","서울 은평구","-"
"79","전북특별자치도 김제시 금산면 성계리","686-8","0686","0008","원평파라디소아파트","84.8126","202605","18","17,000","-","3","개인","개인","2017","원평로 91","-","직거래","-","-"
"80","대구광역시 남구 대명동","1631-1","1631","0001","세신(1631-1)","35.2750","202605","18","5,900","-","2","개인","개인","1982","대명복개로 192","-","중개거래","대구 남구","-"
"81","경상북도 포항시 남구 동해면 약전리","397-1","0397","0001","영남동해타운","51.8300","202605","18","2,800","-","5","개인","개인","1992","일월로109번길 10","-","중개거래","경북 포항시 남구","-"
"82","경기도 남양주시 화도읍 묵현리","604-4","0604","0004","경성큰마을(2단지)","59.8900","202605","18","18,000","-","11","개인","개인","1998","경춘로 1606","-","중개거래","경기 남양주시","-"
"83","인천광역시 미추홀구 숭의동","78-9","0078","0009","숭의동아르떼노블","15.2200","202605","18","4,550","-","7","개인","개인","2014","경인로 99","-","중개거래","인천 미추홀구","-"
"84","경기도 남양주시 화도읍 차산리","875","0875","0000","신창현풍림아이원1차","84.9910","202605","18","30,000","-","11","개인","개인","2009","수레로1120번길 8","-","직거래","-","-"
"85","경상남도 김해시 대청동","320-2","0320","0002","갑오마을8단지대우푸르지오2차","158.0860","202605","18","41,000","-","19","개인","개인","2005","반룡로 11","-","중개거래","경남 김해시","-"
"86","경상북도 포항시 북구 두호동","1074","1074","0000","산호녹원맨션","84.9600","202605","18","11,000","-","15","개인","개인","1993","삼흥로100번길 43","-","직거래","-","-"
"87","광주광역시 북구 문흥동","996-1","0996","0001","우미","49.9600","202605","18","11,500","-","12","개인","개인","1994","대천로 160","-","직거래","-","-"
"88","전북특별자치도 김제시 만경읍 몽산리","79-4","0079","0004","만경영광아파트","49.8000","202605","18","2,000","-","1","개인","개인","2000","만경로 870-12","-","직거래","-","-"
"89","경기도 안양시 동안구 호계동","1121","1121","0000","샘마을한양","101.9500","202605","18","73,000","-","9","개인","개인","1993","흥안대로223번길 47","-","직거래","-","-"
"90","경상남도 김해시 신문동","1522","1522","0000","대청천경동리인뷰","84.9062","202605","18","40,000","-","9","개인","개인","2023","장유로334번길 30","-","중개거래","경남 김해시","-"
"91","울산광역시 동구 동부동","150","0150","0000","현대패밀리동부","49.8500","202605","18","7,400","-","11","개인","개인","1993","안산로 50","-","직거래","-","-"
"92","울산광역시 동구 동부동","341-2","0341","0002","일진B","40.9900","202605","18","3,500","-","1","개인","개인","1979","남목20길 40","-","직거래","-","-"
"93","전북특별자치도 전주시 완산구 삼천동1가","300-3","0300","0003","흥건삼천1차","84.9900","202605","18","30,000","-","5","개인","개인","1999","삼천천변1길 46","-","중개거래","전북 전주시 완산구","-"
"94","인천광역시 미추홀구 주안동","1600","1600","0000","신비마을","49.3500","202605","18","14,500","-","3","개인","개인","1994","주승로 160","-","중개거래","인천 미추홀구","-"
"95","경기도 평택시 동삭동","219-9","0219","0009","더샵지제역센트럴파크1BL","74.9744","202605","18","41,500","-","8","개인","개인","2020","지제동삭1로 163","-","중개거래","경기 평택시","-"
"96","경기도 고양시 일산서구 일산동","1066","1066","0000","후곡마을(한양)","41.1300","202605","18","27,000","-","10","개인","개인","1995","후곡로 36","-","중개거래","경기 고양시 일산서구","-"
"97","전북특별자치도 전주시 완산구 서신동","965-2","0965","0002","광진선수촌","84.9000","202605","18","22,500","-","1","개인","개인","1998","서신로 102","-","중개거래","전북 전주시 덕진구, 전북 전주시 완산구","-"
"98","충청북도 충주시 중앙탑면 용전리","661","0661","0000","e편한세상충주","59.8841","202605","18","19,200","-","8","개인","개인","2017","원앙9길 15","-","중개거래","충북 충주시","-"
"99","강원특별자치도 춘천시 퇴계동","1031","1031","0000","뜨란채","84.9400","202605","18","31,000","-","1","개인","개인","2006","승지골길16번길 47","-","중개거래","강원 춘천시","-"
"100","대구광역시 북구 읍내동","1351","1351","0000","산호한양","59.8200","202605","18","10,500","-","5","개인","개인","1993","대천로7길 40","-","직거래","-","-"
"101","충청남도 계룡시 두마면 농소리","972","0972","0000","계룡대실 리슈빌","59.9800","202605","18","22,700","-","12","개인","개인","2021","농소로 64","-","중개거래","충남 계룡시","-"
"102","경기도 고양시 일산서구 주엽동","46","0046","0000","강선마을4단지동신","73.9800","202605","18","38,000","-","7","개인","개인","1993","대산로 53","-","중개거래","경기 고양시 일산서구","-"
"103","충청북도 청주시 청원구 오창읍 양청리","810-2","0810","0002","오창롯데캐슬더하이스트","70.9779","202605","18","35,500","-","12","개인","개인","2018","중부로 760","-","중개거래","충북 청주시 청원구","-"
"104","대전광역시 중구 유천동","303-48","0303","0048","유천미소랑아파트","38.4805","202605","18","15,100","-","12","개인","개인","2017","계백로1566번길 19","-","중개거래","대전 중구","-"
"105","충청남도 아산시 용화동","1394","1394","0000","용화아이파크아파트","84.9867","202605","18","28,000","-","25","개인","개인","2014","용화고길 46","-","중개거래","충남 아산시","-"
"106","경상북도 경산시 하양읍 금락리","130-8","0130","0008","하양우방3차","59.4300","202605","18","12,500","-","11","개인","개인","1994","문화로 3","-","중개거래","경북 경산시","-"
"107","충청남도 아산시 음봉면 덕지리","21-3","0021","0003","초원그린타운","39.2700","202605","18","4,850","-","5","개인","개인","1997","음봉로681번길 24","-","중개거래","충남 아산시","-"
"108","광주광역시 북구 동림동","645","0645","0000","삼익","59.9700","202605","18","15,450","-","15","개인","개인","1996","유림로 175","-","중개거래","광주 북구","-"
"109","인천광역시 서구 가정동","284-401","0284","0401","뉴서울(284-401)","70.1200","202605","18","19,500","-","1","개인","개인","1990","봉오대로283번길 6","-","중개거래","인천 서구","-"
"110","대구광역시 수성구 시지동","499","0499","0000","노변다숲","59.7300","202605","18","17,000","-","15","개인","개인","1996","노변공원로 34","-","중개거래","대구 수성구","-"
"111","경기도 평택시 용이동","581","0581","0000","평택용이금호어울림1단지","84.9967","202605","18","30,000","-","13","개인","개인","2015","현촌3길 21","-","중개거래","경기 평택시","-"
"112","울산광역시 북구 신천동","358-9","0358","0009","협성노블리스","59.9450","202605","18","18,900","-","6","개인","개인","2003","호계로 309-20","-","중개거래","울산 북구","-"
"113","인천광역시 계양구 작전동","915-1","0915","0001","까치마을태화","59.9100","202605","18","27,750","-","17","개인","개인","1997","효서로 393","-","중개거래","인천 계양구","-"
"114","전북특별자치도 전주시 완산구 효자동1가","902","0902","0000","힐스테이트어울림효자","78.5602","202605","18","52,900","-","15","개인","개인","2022","용머리로 135","-","중개거래","전북 전주시 완산구","-"
"115","대전광역시 서구 둔산동","1811","1811","0000","청솔아파트","84.7600","202605","18","52,500","-","2","개인","개인","1991","둔산로 223","-","중개거래","대전 서구","-"
"116","충청북도 청주시 청원구 오창읍 창리","4-11","0004","0011","진양","57.6000","202605","18","5,000","-","5","개인","개인","1990","팔결로 691","-","중개거래","충북 청주시 청원구","-"
"117","울산광역시 중구 유곡동","264","0264","0000","에일린의뜰1차","84.9646","202605","18","55,900","-","16","개인","개인","2013","종가5길 10","-","중개거래","울산 중구","-"
"118","경기도 화성시 동탄구 청계동","513","0513","0000","동탄역시범리슈빌아파트","84.7400","202605","18","120,000","-","3","개인","개인","2015","동탄대로시범길 236","-","중개거래","경기 화성시 동탄구","-"
"119","울산광역시 남구 신정동","770-15","0770","0015","유씨티","19.2400","202605","18","7,500","-","8","법인","개인","2015","중앙로 139","-","중개거래","울산 남구","-"
"120","전북특별자치도 정읍시 수성동","940","0940","0000","뉴캐슬","59.9539","202605","18","18,000","-","15","개인","개인","2016","수성택지2길 65","-","중개거래","전북 정읍시","-"
"121","울산광역시 남구 신정동","770-15","0770","0015","유씨티","20.4300","202605","18","7,600","-","8","법인","개인","2015","중앙로 139","-","중개거래","울산 남구","-"
"122","경기도 평택시 동삭동","852","0852","0000","평택센트럴자이3단지","59.5152","202605","18","32,500","-","4","개인","개인","2019","상서재로 55","-","중개거래","경기 평택시","-"
"123","인천광역시 서구 오류동","1719-2","1719","0002","검단힐스테이트3차1단지","84.9098","202605","18","34,000","-","3","개인","개인","2010","봉화로 60-17","-","중개거래","인천 서구","-"
"124","충청북도 청주시 상당구 영운동","222","0222","0000","파모스라움아파트","59.4320","202605","18","20,300","-","11","개인","개인","2018","수영로 180","-","중개거래","충북 청주시 상당구","-"
"125","울산광역시 남구 야음동","594-37","0594","0037","신정현대홈타운1","59.9700","202605","18","29,000","-","1","개인","개인","1999","대암로 81","-","중개거래","울산 남구","-"
"126","충청남도 아산시 풍기동","514","0514","0000","아산풍기이지더원1차아파트","72.1590","202605","18","26,000","-","10","개인","개인","2017","어의정로 184","-","중개거래","충남 아산시","-"
"127","경기도 화성시 동탄구 능동","1131","1131","0000","자연앤데시앙","59.5200","202605","18","46,000","-","9","개인","개인","2008","동탄숲속로 68","-","중개거래","경기 화성시 동탄구","-"
"128","경기도 부천시 소사구 옥길동","751-1","0751","0001","옥길브리즈힐","74.9200","202605","18","61,000","-","24","개인","개인","2016","옥길로 80","-","중개거래","경기 부천시 소사구","-"
"129","경상남도 양산시 소주동","306","0306","0000","세신","66.5400","202605","18","4,000","-","5","개인","개인","1993","번영로 441","-","중개거래","경남 양산시","-"
"130","대전광역시 유성구 지족동","1089","1089","0000","대전노은4지구한화꿈에그린1블록","84.7830","202605","18","51,000","-","31","개인","개인","2014","지족북로 33","-","중개거래","대전 유성구","-"
"131","광주광역시 서구 풍암동","1058","1058","0000","삼능남양","60.0000","202605","18","11,800","-","1","개인","개인","2000","풍암순환로 86","-","중개거래","광주 서구","-"
"132","강원특별자치도 정선군 정선읍 봉양리","47-2","0047","0002","금광아파트","60.0000","202605","18","9,500","-","8","개인","개인","1998","녹송5길 42","-","중개거래","강원 정선군","-"
"133","경기도 파주시 다율동","986","0986","0000","청석마을9단지대원효성","110.1220","202605","18","31,500","-","12","개인","법인","2006","청석로 300","-","중개거래","경기 파주시","-"
"134","경기도 용인시 처인구 남사읍 완장리","949","0949","0000","e편한세상용인한숲시티3단지","84.6580","202605","18","43,500","-","20","개인","개인","2018","한숲로 123","-","중개거래","경기 용인시 처인구","-"
"135","전북특별자치도 군산시 미장동","542","0542","0000","군산미장아이파크","84.9965","202605","18","31,000","-","8","개인","개인","2015","미장남로 10","-","직거래","-","-"
"136","충청남도 서산시 예천동","1328","1328","0000","예천한성필하우스","151.5256","202605","18","54,000","-","7","개인","개인","2012","동서1로 182","-","직거래","-","-"
"137","경기도 고양시 덕양구 관산동","996","0996","0000","주공그린빌","59.9200","202605","18","28,500","-","15","개인","개인","2003","통일로802번길 69","-","중개거래","경기 고양시 덕양구","-"
"138","전라남도 목포시 상동","251-16","0251","0016","호반리젠시빌","84.8842","202605","18","17,200","-","10","개인","개인","2002","영산로535번길 6","-","중개거래","전남 목포시","-"
"139","대전광역시 동구 용운동","460","0460","0000","용방마을","66.5500","202605","18","17,500","-","1","개인","개인","2003","용운로 80","-","중개거래","대전 동구","-"
"140","경기도 수원시 팔달구 인계동","1173","1173","0000","수원센트럴아이파크자이","59.9900","202605","18","66,700","-","12","개인","개인","2024","인계로 21","-","중개거래","경기 수원시 팔달구","-"
"141","광주광역시 광산구 신가동","1306","1306","0000","중흥S클래스1단지","84.6347","202605","18","48,000","-","22","개인","개인","2009","수등로76번길 74","-","중개거래","광주 광산구","-"
"142","전라남도 목포시 광동2가","1","0001","0000","광동상가","72.7000","202605","18","5,000","-","6","법인","개인","1991","수강로12번길 44","-","직거래","-","-"
"143","울산광역시 북구 염포동","326","0326","0000","염포성원상떼빌","52.3700","202605","18","15,350","-","14","개인","개인","2004","염포로 685","-","중개거래","울산 북구","-"
"144","인천광역시 서구 가정동","609-1","0609","0001","루원호반베르디움더센트럴","84.6316","202605","18","62,000","-","13","개인","개인","2018","봉오재3로 75","-","중개거래","인천 서구","-"
"145","충청남도 아산시 음봉면 덕지리","21-3","0021","0003","초원그린타운","39.2700","202605","18","4,400","-","1","개인","개인","1997","음봉로681번길 24","-","중개거래","충남 아산시","-"
"146","경상남도 양산시 중부동","697-1","0697","0001","현대2","59.7900","202605","18","18,100","-","12","개인","법인","2000","양주로 114","-","중개거래","경남 양산시","-"
"147","경기도 고양시 덕양구 덕은동","683","0683","0000","DMC디에트르한강","116.6286","202605","18","173,000","-","24","개인","개인","2022","대덕산로 70","-","중개거래","경기 고양시 덕양구","-"
"148","경기도 남양주시 진접읍 금곡리","971","0971","0000","해밀마을5단지 반도유보라 메이플타운","84.9330","202605","18","45,500","-","1","개인","개인","2009","해밀예당1로 145","-","중개거래","경기 남양주시","-"
"149","경상북도 포항시 북구 창포동","656","0656","0000","창포메트로시티2단지","71.5180","202605","18","22,500","-","15","개인","법인","2018","우창로 166","-","중개거래","경북 포항시 북구","-"
"150","경기도 평택시 고덕동","2461-1","2461","0001","고덕국제신도시아너스","59.7400","202605","18","34,500","-","3","개인","개인","2022","고덕율포1로 10","-","중개거래","경기 평택시","-"
"151","인천광역시 계양구 작전동","102-3","0102","0003","뉴서울1","39.6000","202605","18","11,300","-","2","개인","개인","1988","봉오대로744번길 7","-","중개거래","인천 계양구","-"
"152","충청남도 천안시 서북구 성정동","1345","1345","0000","프라지움7차","30.4979","202605","18","7,350","-","11","개인","개인","2016","성정공원6길 37","-","직거래","-","-"
"153","부산광역시 기장군 정관읍 달산리","1207","1207","0000","정관1차동원로얄듀크","59.9970","202605","18","21,900","-","7","개인","개인","2013","산단4로 139","-","중개거래","부산 기장군","-"
"154","충청남도 당진시 송악읍 기지시리","512","0512","0000","당진푸르지오센트럴파크","84.9858","202605","18","29,500","-","22","개인","개인","2024","틀모시로 768-38","-","중개거래","충남 당진시","-"
"155","전북특별자치도 군산시 지곡동","607","0607","0000","쌍용예가","74.9972","202605","18","22,300","-","11","개인","개인","2014","계산로 71","-","중개거래","전북 군산시","-"
"156","경상남도 사천시 정동면 고읍리","570-1","0570","0001","사천한보3차","59.9400","202605","18","10,000","-","9","개인","개인","1998","진삼로 1386","-","중개거래","경남 사천시","-"
