"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"15243","경상남도 김해시 진영읍 여래리","1012","1012","0000","협성휴포레진영","70.0627","202605","02","18,300","-","6","개인","개인","2017","진영로 284","-","중개거래","경남 김해시","-"
"15244","인천광역시 남동구 구월동","1636","1636","0000","한화포레나인천구월","59.9871","202605","02","52,000","-","12","개인","개인","2023","용천로105번길 8","-","중개거래","인천 남동구","-"
"15245","부산광역시 사하구 신평동","668","0668","0000","신평삼한사랑채","84.9735","202605","02","25,200","-","4","개인","개인","2016","신산북로 5","-","중개거래","부산 사하구","-"
"15246","경기도 수원시 영통구 매탄동","810","0810","0000","삼성2","84.8700","202605","02","47,500","-","9","개인","개인","1989","매영로 10","-","중개거래","경기 수원시 영통구","-"
"15247","경기도 평택시 소사동","697","0697","0000","평택효성해링턴플레이스2단지","72.6560","202605","02","32,500","-","27","개인","개인","2019","소사3로 22","-","중개거래","경기 평택시","-"
"15248","충청남도 아산시 탕정면 매곡리","1380","1380","0000","한들물빛도시하늘채","55.8400","202605","02","30,200","-","4","개인","개인","2022","한들물빛1로 8","-","중개거래","충남 아산시","-"
"15249","경기도 화성시 효행구 봉담읍 상리","667","0667","0000","중흥에스클래스에듀시티","59.9358","202605","02","43,000","-","2","개인","개인","2023","상리1길 143","-","중개거래","경기 화성시 효행구","-"
"15250","경기도 용인시 기흥구 서천동","823","0823","0000","서천마을4단지쌍용예가","84.7800","202605","02","62,000","-","7","개인","개인","2012","서천동로 60","-","중개거래","경기 용인시 기흥구","-"
"15251","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","59.9630","202605","02","63,600","-","4","개인","개인","2017","서그내로16번길 30","-","중개거래","경기 용인시 기흥구","-"
"15252","경상북도 구미시 진평동","1063","1063","0000","진평미래타운","49.2900","202605","02","5,450","-","16","개인","개인","1999","인동26길 65","-","중개거래","경북 구미시","-"
"15253","경기도 부천시 소사구 옥길동","771-1","0771","0001","옥길센트리뷰","74.4900","202605","02","59,800","-","17","개인","개인","2017","옥길로 55","-","중개거래","경기 부천시 소사구","-"
"15254","인천광역시 서구 원당동","823-1","0823","0001","원당LG자이(원당지구69BL1L)","84.9511","202605","02","36,000","-","1","개인","개인","2004","원당대로839번길 34","-","중개거래","인천 서구","-"
"15255","경기도 용인시 기흥구 마북동","204-5","0204","0005","교동마을정광아파트","84.9780","202605","02","40,000","-","11","개인","개인","1997","마북로154번길 16","-","중개거래","경기 용인시 기흥구, 경기 용인시 수지구","-"
"15256","경기도 용인시 기흥구 동백동","656","0656","0000","호수마을서해그랑블","84.5700","202605","02","49,000","-","2","개인","개인","2006","동백7로 56","-","중개거래","경기 용인시 기흥구","-"
"15257","부산광역시 북구 만덕동","960","0960","0000","더 래디언트 금정산","59.9800","202605","02","33,700","-","11","개인","개인","2019","상학로 35","-","중개거래","부산 북구","-"
"15258","인천광역시 부평구 청천동","199-24","0199","0024","미가로","59.9886","202605","02","31,000","-","10","개인","개인","2006","길주로 491","-","중개거래","인천 부평구","-"
"15259","경기도 화성시 효행구 봉담읍 동화리","628","0628","0000","휴먼시아동화마을5단지","84.8500","202605","02","30,700","-","6","개인","개인","2008","동화역말길 22","-","중개거래","경기 화성시 효행구","-"
"15260","경상남도 양산시 물금읍 가촌리","1273-1","1273","0001","양산대방노블랜드7차메가시티","84.9220","202605","02","63,400","-","32","개인","개인","2017","새실로 11","-","중개거래","경남 양산시","-"
"15261","부산광역시 금정구 부곡동","225-6","0225","0006","경남한신","84.9500","202605","02","33,300","-","1","개인","개인","1995","중앙대로1685번길 24","-","중개거래","부산 금정구","-"
"15262","인천광역시 서구 청라동","173-1","0173","0001","청라29블럭호반베르디움","84.9482","202605","02","66,500","-","6","개인","개인","2012","청라커낼로 163","-","중개거래","인천 서구","-"
"15263","경기도 하남시 신장동","560","0560","0000","에코타운(C블럭)","126.8100","202605","02","116,000","-","14","개인","개인","2004","하남대로802번길 111","-","중개거래","경기 하남시","-"
"15264","경기도 수원시 영통구 망포동","805","0805","0000","영통롯데캐슬엘클래스1단지","84.9882","202605","02","89,000","-","14","개인","개인","2022","망포로47번길 30","-","중개거래","경기 수원시 권선구, 경기 수원시 영통구","-"
"15265","대전광역시 대덕구 송촌동","494-1","0494","0001","선비마을5단지","59.9600","202605","02","25,500","-","2","개인","개인","1999","계족산로 136","-","중개거래","대전 대덕구","-"
"15266","인천광역시 미추홀구 학익동","721","0721","0000","풍림아이원","84.9280","202605","02","40,300","-","18","개인","개인","2007","매소홀로 340","-","중개거래","인천 미추홀구","-"
"15267","인천광역시 중구 중산동","1881-1","1881","0001","하늘도시우미린1단지","59.9600","202605","02","29,500","-","30","개인","개인","2012","은하수로 351","-","중개거래","인천 중구","-"
"15268","경기도 화성시 동탄구 여울동","1047","1047","0000","동탄2신도시금강펜테리움센트럴파크Ⅰ","84.9949","202605","02","66,500","-","6","개인","개인","2016","동탄대로12길 64","-","중개거래","경기 화성시 동탄구","-"
"15269","경상남도 양산시 동면 내송리","902","0902","0000","사송더샵데시앙1단지","74.9954","202605","02","36,500","-","15","개인","개인","2021","내송큰들로 141","-","중개거래","경남 양산시","-"
"15270","경기도 화성시 동탄구 영천동","720","0720","0000","동탄역포레너스","84.5413","202605","02","67,000","-","9","개인","개인","2017","동탄대로24길 199","-","중개거래","경기 화성시 동탄구","-"
"15271","전라남도 화순군 화순읍 대리","102","0102","0000","대성베르힐","84.9362","202605","02","23,500","-","10","개인","개인","2009","칠충로 61-28","-","중개거래","전남 화순군","-"
"15272","광주광역시 남구 봉선동","70","0070","0000","한국아델리움1단지","155.8244","202605","02","172,000","-","9","개인","개인","2006","제석로80번안길 11","-","중개거래","광주 남구","-"
"15273","경기도 남양주시 평내동","562","0562","0000","평내마을주공","59.5300","202605","02","33,000","-","17","개인","개인","2004","평내로 46","-","중개거래","경기 남양주시","-"
"15274","충청북도 청주시 상당구 용암동","2082","2082","0000","소라","59.4300","202605","02","12,100","-","10","개인","개인","1994","원봉로 21","-","중개거래","충북 청주시 상당구","-"
"15275","충청남도 아산시 탕정면 매곡리","1393","1393","0000","한들물빛도시시티프라디움","84.9774","202605","02","54,200","-","14","개인","개인","2021","한들물빛3로 36","-","중개거래","충남 아산시","-"
"15276","경기도 화성시 동탄구 능동","1151","1151","0000","푸른마을모아미래도","83.7370","202605","02","48,500","-","4","개인","개인","2008","동탄공원로 21-11","-","중개거래","경기 화성시 동탄구","-"
"15277","경상북도 영천시 완산동","1436","1436","0000","e편한세상센텀스타시티영천1블럭","84.7086","202605","02","34,500","-","8","개인","개인","2021","완산9길 15","-","중개거래","경북 영천시","-"
"15278","전라남도 여수시 웅천동","1843","1843","0000","웅천더힐1단지","84.9480","202605","02","34,800","-","3","개인","개인","2022","웅천로 262","-","중개거래","전남 여수시","-"
"15279","경기도 시흥시 능곡동","775","0775","0000","상록힐스테이트","85.0000","202605","02","52,000","-","8","개인","개인","2009","능곡중앙로 33","-","중개거래","경기 시흥시","-"
"15280","인천광역시 부평구 청천동","456","0456","0000","e편한세상부평그랑힐스","59.8924","202605","02","52,000","-","28","개인","개인","2024","산청로 97","-","중개거래","인천 부평구","-"
"15281","경기도 화성시 동탄구 청계동","538","0538","0000","동탄역센트럴푸르지오","59.4313","202605","02","84,700","-","23","개인","개인","2015","동탄순환대로21길 54","-","중개거래","경기 화성시 동탄구","-"
"15282","경기도 군포시 금정동","872","0872","0000","충무주공(872)","51.6600","202605","02","40,400","-","2","개인","개인","1992","산본로 299","-","중개거래","경기 군포시","-"
"15283","경상남도 창원시 성산구 반림동","10","0010","0000","노블파크","84.9500","202605","02","54,800","-","4","개인","개인","2007","원이대로 449","-","중개거래","경남 창원시 성산구","-"
"15284","부산광역시 부산진구 범천동","1647","1647","0000","서면DS·협성엘리시안아파트","59.8084","202605","02","31,500","-","18","개인","개인","2017","만리산로 11","-","중개거래","부산 부산진구","-"
"15285","경상남도 양산시 북부동","883","0883","0000","양산북부동지안스로가아파트","59.9162","202605","02","19,500","-","21","개인","개인","2019","호국학도병길 17","-","중개거래","경남 양산시","-"
"15286","충청남도 당진시 읍내동","1687","1687","0000","당진아이파크","59.9800","202605","02","25,800","-","10","개인","개인","2022","당진중앙2로 290","-","중개거래","충남 당진시","-"
"15287","경기도 수원시 권선구 권선동","1330","1330","0000","권선자이e편한세상","59.9630","202605","02","54,500","-","2","개인","개인","2011","권광로 55","-","중개거래","경기 수원시 권선구","-"
"15288","경기도 평택시 고덕동","2706-1","2706","0001","고덕국제신도시금호어울림","59.9800","202605","02","36,300","-","2","개인","개인","2023","고덕로 191","-","중개거래","경기 평택시","-"
"15289","경기도 평택시 동삭동","715-1","0715","0001","서재자이","84.9500","202605","02","29,900","-","3","개인","개인","2014","서재로 36","-","중개거래","경기 평택시","-"
"15290","충청북도 청주시 상당구 방서동","654","0654","0000","청주센트럴자이","73.5823","202605","02","41,000","-","20","개인","개인","2018","단재로 316","-","중개거래","충북 청주시 상당구","-"
"15291","인천광역시 남동구 서창동","639","0639","0000","엘에이치청아안","84.9200","202605","02","40,500","-","6","개인","개인","2016","서창남순환로 110","-","중개거래","인천 남동구","-"
"15292","광주광역시 북구 문흥동","1010-8","1010","0008","중흥파크맨션3","59.9700","202605","02","9,800","-","1","개인","개인","1994","천지인로173번길 10","-","중개거래","광주 북구","-"
"15293","경기도 용인시 기흥구 상하동","447","0447","0000","풍림","59.8100","202605","02","33,700","-","6","개인","개인","1998","어정로 80","-","중개거래","경기 용인시 기흥구","-"
"15294","경상북도 영주시 상망동","645-4","0645","0004","장미마을","59.9100","202605","02","6,250","-","1","개인","개인","1994","원당로275번길 31-1","-","중개거래","경북 영주시","-"
"15295","경기도 포천시 신읍동","235-11","0235","0011","현대","59.9350","202605","02","11,800","-","12","개인","개인","1996","포천로 1644","-","중개거래","경기 포천시","-"
"15296","충청남도 예산군 삽교읍 목리","1275","1275","0000","충남내포신도시1차대방엘리움더퍼스티지아파트","76.9852","202605","02","28,400","-","6","개인","개인","2023","충예로 215","-","중개거래","충남 예산군","-"
"15297","부산광역시 사하구 다대동","120-10","0120","0010","삼환","59.7600","202605","02","18,600","-","15","개인","개인","1996","다대로429번길 20","-","중개거래","부산 사하구","-"
"15298","전라남도 순천시 풍덕동","255-5","0255","0005","주공","59.1200","202605","02","12,700","-","3","개인","개인","1989","풍덕주택길 99","-","중개거래","전남 순천시","-"
"15299","경기도 화성시 동탄구 석우동","56","0056","0000","신일유토빌","101.8570","202605","02","74,000","-","9","개인","개인","2008","동탄반석로 232","-","중개거래","경기 화성시 동탄구","-"
"15300","인천광역시 남동구 서창동","685","0685","0000","이편한세상서창","84.9500","202605","02","52,500","-","15","개인","개인","2017","서창남순환로 9","-","중개거래","인천 남동구","-"
"15301","경기도 시흥시 신천동","387","0387","0000","태광","37.8000","202605","02","8,000","-","4","개인","개인","1986","수인로3409번길 39","-","중개거래","경기 시흥시, 인천 남동구","-"
"15302","전라남도 영암군 삼호읍 용당리","2183","2183","0000","희망가","59.9456","202605","02","7,700","-","3","개인","개인","2012","모밀항길 39-18","-","중개거래","전남 영암군","-"
"15303","부산광역시 기장군 기장읍 동부리","151-5","0151","0005","한신","99.9000","202605","02","27,000","-","24","개인","개인","1995","차성로344번길 13","-","중개거래","부산 기장군","-"
"15304","전북특별자치도 전주시 완산구 효자동3가","1531-1","1531","0001","코아루성우아르데코","49.9700","202605","02","14,150","-","7","개인","개인","2013","홍산로 262","-","중개거래","전북 전주시 완산구","-"
"15305","경상남도 진주시 하대동","610-2","0610","0002","일신","75.7800","202605","02","13,700","-","3","개인","개인","1991","하대로34번길 10","-","중개거래","경남 진주시","-"
"15306","부산광역시 부산진구 당감동","791","0791","0000","국제백양","84.9825","202605","02","17,000","-","11","개인","개인","1995","백양관문로 104","-","중개거래","부산 부산진구","-"
"15307","경기도 화성시 동탄구 영천동","884","0884","0000","동탄파크푸르지오","84.9400","202605","02","58,500","-","10","개인","개인","2018","동탄대로24가길 7","-","중개거래","경기 화성시 동탄구","-"
"15308","서울특별시 양천구 신정동","1283","1283","0000","푸른마을3","59.9100","202605","02","68,000","-","3","개인","개인","2001","신정로11길 63","-","중개거래","서울 양천구","-"
"15309","경상남도 양산시 교동","1021","1021","0000","양산교동월드메르디앙2단지","59.1004","202605","02","15,900","-","12","개인","개인","2019","교동1길 74","-","중개거래","경남 양산시","-"
"15310","경기도 시흥시 능곡동","775","0775","0000","상록힐스테이트","85.0000","202605","02","55,000","-","12","개인","개인","2009","능곡중앙로 33","-","중개거래","경기 시흥시","-"
"15311","경상남도 창원시 진해구 경화동","1334","1334","0000","경화동두산위브","84.9551","202605","02","35,800","-","13","개인","개인","2017","조천로 30","-","중개거래","경남 창원시 진해구","-"
"15312","경기도 화성시 동탄구 청계동","558","0558","0000","동탄역대원칸타빌포레지움","106.8560","202605","02","80,000","-","20","개인","개인","2015","동탄순환대로22길 14","-","중개거래","경기 화성시 동탄구","-"
"15313","경기도 화성시 동탄구 장지동","921","0921","0000","한화 포레나 동탄호수","84.0500","202605","02","78,700","-","9","개인","개인","2020","동탄순환대로4길 11","-","중개거래","경기 화성시 동탄구","-"
"15314","부산광역시 연제구 거제동","1519","1519","0000","거제센트럴자이","59.9635","202605","02","65,900","-","17","개인","개인","2018","법원북로 93","-","중개거래","부산 연제구","-"
"15315","경기도 수원시 권선구 권선동","1337","1337","0000","수원아이파크시티7단지","59.8800","202605","02","59,400","-","11","개인","개인","2016","덕영대로1190번길 100","-","중개거래","경기 수원시 권선구","-"
"15316","전북특별자치도 전주시 덕진구 송천동1가","395-16","0395","0016","송학","84.6220","202605","02","17,200","-","8","개인","개인","2002","솔내5길 5","-","중개거래","전북 전주시 덕진구","-"
"15317","부산광역시 사하구 신평동","674","0674","0000","사하코오롱하늘채","59.9307","202605","02","26,500","-","10","개인","개인","2021","신산북로 41","-","중개거래","부산 사하구","-"
"15318","부산광역시 부산진구 부전동","450","0450","0000","네오스포","84.6450","202605","02","23,000","-","27","개인","개인","1999","신천대로 122","-","중개거래","부산 금정구, 부산 부산진구","-"
"15319","충청남도 천안시 서북구 두정동","666","0666","0000","두정4차푸르지오","101.8300","202605","02","23,000","-","7","개인","개인","2003","늘푸른1길 50","-","중개거래","충남 천안시 서북구","-"
"15320","울산광역시 동구 동부동","150","0150","0000","현대패밀리동부","49.8500","202605","02","7,500","-","3","개인","개인","1993","안산로 50","-","중개거래","울산 동구","-"
"15321","경기도 화성시 동탄구 능동","1151","1151","0000","푸른마을모아미래도","59.1920","202605","02","42,000","-","17","개인","개인","2008","동탄공원로 21-11","-","중개거래","경기 화성시 동탄구","-"
"15322","광주광역시 동구 계림동","52","0052","0000","두산위브","113.8106","202605","02","39,000","-","5","개인","개인","2007","무등로 374","-","중개거래","광주 동구","-"
"15323","광주광역시 북구 신용동","651","0651","0000","한양수자인리버뷰","65.6043","202605","02","37,900","-","10","개인","개인","2014","첨단연신로 184","-","중개거래","광주 북구","-"
"15324","경기도 평택시 소사동","697","0697","0000","평택효성해링턴플레이스2단지","72.7680","202605","02","31,500","-","9","개인","개인","2019","소사3로 22","-","중개거래","경기 평택시","-"
"15325","경상남도 창원시 마산회원구 회원동","403-3","0403","0003","삼성메르빌","84.6620","202605","02","21,500","-","7","개인","개인","2004","회원남1길 49","-","중개거래","경남 창원시 마산회원구","-"
"15326","경기도 용인시 기흥구 언남동","495","0495","0000","장미마을삼성래미안2","84.9800","202605","02","77,500","-","12","개인","개인","2003","구성로 90","-","중개거래","경기 용인시 기흥구","-"
"15327","울산광역시 남구 옥동","183","0183","0000","고려청구","84.8900","202605","02","22,000","-","1","개인","개인","1991","문수로335번길 53","-","중개거래","울산 남구","-"
"15328","충청북도 충주시 연수동","686","0686","0000","연수주공4차,5차","49.7700","202605","02","8,350","-","15","개인","개인","1997","예성로 401","-","중개거래","충북 충주시","-"
"15329","인천광역시 부평구 부개동","520","0520","0000","부평코오롱하늘채","34.2970","202605","02","30,000","-","22","개인","개인","2020","동수천로 117","-","중개거래","인천 부평구","-"
"15330","경기도 화성시 효행구 봉담읍 상리","668","0668","0000","이편한세상신봉담","51.9800","202605","02","36,800","-","19","개인","개인","2019","상리1길 127","-","중개거래","경기 화성시 효행구","-"
"15331","경기도 남양주시 다산동","6251","6251","0000","다산신안인스빌퍼스트리버","84.9650","202605","02","85,000","-","20","개인","개인","2019","다산지금로146번길 100","-","중개거래","경기 남양주시","-"
"15332","울산광역시 북구 매곡동","966","0966","0000","매곡에듀파크에일린의뜰","84.9986","202605","02","47,000","-","7","개인","개인","2021","신천로 103","-","중개거래","울산 북구","-"
"15333","광주광역시 북구 각화동","587","0587","0000","각화골드클래스","71.8177","202605","02","29,500","-","7","개인","개인","2017","각화대로69번길 16","-","중개거래","광주 북구","-"
"15334","경기도 평택시 세교동","596","0596","0000","힐스테이트평택3차(3-1블록)","73.4200","202605","02","35,000","-","27","개인","개인","2019","세교6로 19","-","중개거래","경기 평택시","-"
"15335","경상남도 김해시 장유동","873","0873","0000","원메이저힐스테이트","84.9848","202605","02","45,500","-","18","개인","개인","2018","율하5로 99","-","중개거래","경남 김해시","-"
"15336","충청북도 청주시 흥덕구 가경동","2220","2220","0000","청주가경IPARK1차","59.8100","202605","02","47,800","-","15","개인","개인","2019","서현로 66","-","중개거래","충북 청주시 흥덕구","-"
"15337","경기도 용인시 기흥구 구갈동","603","0603","0000","강남마을자연앤(6단지)","118.2270","202605","02","56,600","-","15","개인","개인","2004","강남동로 42","-","중개거래","경기 용인시 기흥구","-"
"15338","경기도 양주시 덕계동","937","0937","0000","덕계역대광로제비앙더메트로팰리스","84.9934","202605","02","49,500","-","23","개인","개인","2023","덕계로 137","-","중개거래","경기 양주시","-"
"15339","부산광역시 기장군 정관읍 모전리","728","0728","0000","동일스위트3차","84.9938","202605","02","28,000","-","3","개인","개인","2014","모전1길 9","-","중개거래","부산 기장군","-"
"15340","인천광역시 중구 운서동","3104-1","3104","0001","운서SKVIEWSkycity","84.9630","202605","02","41,000","-","3","개인","개인","2022","흰바위로 203","-","중개거래","인천 중구","-"
"15341","경기도 군포시 금정동","875","0875","0000","퇴계주공(360~368동)","39.8700","202605","02","26,300","-","3","개인","개인","1995","광정로 25-20","-","중개거래","경기 군포시","-"
"15342","충청북도 청주시 흥덕구 복대동","3367","3367","0000","어울림","163.8470","202605","02","53,000","-","9","개인","개인","2009","대신로74번길 21","-","중개거래","충북 청주시 흥덕구","-"
"15343","경기도 화성시 동탄구 여울동","998","0998","0000","동탄역에일린의뜰","84.9941","202605","02","73,000","-","12","개인","개인","2016","동탄기흥로353번길 77","-","중개거래","경기 화성시 동탄구","-"
"15344","경상남도 밀양시 삼문동","15-1","0015","0001","유성청구타운","84.9400","202605","02","20,800","-","6","개인","개인","1994","중앙로 238-8","-","중개거래","경남 밀양시","-"
"15345","경기도 하남시 덕풍동","948","0948","0000","더샵하남에디피스","84.8740","202605","02","139,000","-","5","개인","개인","2024","하남대로 830","-","중개거래","경기 하남시, 서울 송파구","-"
"15346","강원특별자치도 원주시 반곡동","2047-5","2047","0005","중흥에스-클래스프라디움","84.9875","202605","02","37,500","-","13","개인","개인","2016","배울로 24","-","중개거래","강원 원주시","-"
"15347","경상남도 김해시 신문동","1522","1522","0000","대청천경동리인뷰","84.9062","202605","02","40,000","-","26","개인","개인","2023","장유로334번길 30","-","중개거래","경남 김해시","-"
"15348","부산광역시 서구 서대신동2가","576","0576","0000","대신해모로센트럴아파트","76.5236","202605","02","55,750","-","4","개인","개인","2022","대티로 178","-","중개거래","부산 서구","-"
"15349","경기도 안양시 동안구 비산동","1102","1102","0000","관악","84.9450","202605","02","92,800","-","13","개인","개인","1993","학의로 20","-","중개거래","경기 안양시 동안구","-"
"15350","광주광역시 동구 계림동","1815","1815","0000","두산위브2차","84.9765","202605","02","42,000","-","17","개인","개인","2018","계림로30번길 15","-","중개거래","광주 동구","-"
"15351","대구광역시 북구 사수동","833","0833","0000","금호서한이다음","74.9100","202605","02","23,500","-","18","개인","개인","2016","한강로 17","-","중개거래","대구 북구","-"
"15352","경기도 화성시 병점구 반월동","973","0973","0000","나노시티역롯데캐슬","59.9951","202605","02","65,000","-","7","개인","개인","2022","효행로 1337-26","-","중개거래","경기 화성시 병점구","-"
"15353","충청북도 청주시 청원구 오창읍 양청리","810-2","0810","0002","오창롯데캐슬더하이스트","84.9749","202605","02","44,200","-","15","개인","개인","2018","중부로 760","-","중개거래","충북 청주시 청원구","-"
"15354","경기도 군포시 산본동","1156-15","1156","0015","한라주공4-2","59.9900","202605","02","36,500","-","17","개인","개인","1997","번영로 328","-","중개거래","경기 군포시","-"
"15355","경기도 용인시 기흥구 마북동","651","0651","0000","구성역효성해링턴플레이스","61.9300","202605","02","63,500","-","3","개인","개인","2016","구성로53번길 20","-","중개거래","경기 용인시 기흥구","-"
"15356","경상북도 구미시 고아읍 원호리","834","0834","0000","구미푸르지오센트럴파크","84.9090","202605","02","44,400","-","24","개인","개인","2024","신원대로 7-60","-","중개거래","경북 구미시","-"
"15357","대구광역시 달성군 다사읍 죽곡리","815","0815","0000","죽곡청아람리슈빌4단지","59.8496","202605","02","30,000","-","15","개인","개인","2011","대실역남로 35","-","중개거래","대구 달성군","-"
"15358","경기도 군포시 산본동","1066","1066","0000","개나리주공13","49.6700","202605","02","27,000","-","8","개인","개인","1995","고산로677번길 34","-","중개거래","경기 군포시","-"
"15359","경기도 남양주시 별내동","895","0895","0000","별내우미린스타포레","84.8413","202605","02","64,500","-","6","개인","개인","2019","별내5로 189-130","-","중개거래","경기 남양주시","-"
"15360","경상남도 김해시 내덕동","775","0775","0000","내덕 서희스타힐스 아파트","59.9142","202605","02","17,750","-","18","개인","개인","2016","금관대로 688","-","중개거래","경남 김해시","-"
"15361","부산광역시 수영구 망미동","1176","1176","0000","수영SKVIEW1단지","59.9164","202605","02","55,500","-","12","개인","개인","2019","망미배산로 56","-","중개거래","부산 수영구","-"
"15362","경기도 군포시 당정동","1007-3","1007","0003","오성푸르메(1007-3)","83.4400","202605","02","38,500","-","8","개인","개인","2007","한세로4번길 6","-","중개거래","경기 군포시","-"
"15363","광주광역시 북구 풍향동","808","0808","0000","교대금호어울림","59.9730","202605","02","31,900","-","16","개인","개인","2017","군왕로 17","-","중개거래","광주 북구","-"
"15364","대전광역시 유성구 지족동","978","0978","0000","반석마을2단지(계룡리슈빌)","97.3660","202605","02","69,500","-","4","개인","개인","2005","지족로 343","-","중개거래","대전 유성구","-"
"15365","강원특별자치도 춘천시 퇴계동","916-3","0916","0003","그린타운삼익코오롱","132.3000","202605","02","28,000","-","10","개인","개인","1994","춘주로 174","-","중개거래","강원 춘천시","-"
"15366","경기도 광주시 역동","245","0245","0000","이편한세상광주역3단지","84.7072","202605","02","66,500","-","9","개인","개인","2016","순암로36번길 87","-","중개거래","경기 광주시","-"
"15367","경기도 용인시 기흥구 구갈동","661","0661","0000","기흥역더샵","84.9810","202605","02","94,000","-","41","개인","개인","2018","기흥역로58번길 78","-","중개거래","경기 용인시 기흥구, 경기 용인시 처인구","-"
"15368","경상북도 영주시 상망동","834","0834","0000","코아루","84.9197","202605","02","30,000","-","13","개인","개인","2007","원당로225번길 67","-","중개거래","경북 영주시","-"
"15369","경기도 평택시 칠원동","559","0559","0000","평택지제역동문굿모닝힐맘시티2단지","74.7660","202605","02","30,500","-","16","개인","개인","2019","신촌3로 12","-","중개거래","경기 평택시","-"
"15370","경기도 시흥시 능곡동","782","0782","0000","시흥능곡신안인스빌","84.9580","202605","02","51,000","-","4","개인","개인","2008","승지로 7","-","중개거래","경기 시흥시, 경기 안양시 만안구","-"
"15371","경기도 용인시 기흥구 영덕동","947","0947","0000","청현마을기흥데시앙","84.9900","202605","02","41,500","-","7","개인","개인","2005","덕영대로2077번길 53","-","중개거래","경기 용인시 기흥구","-"
"15372","충청남도 서산시 예천동","1718","1718","0000","서산예천2지구중흥S-클래스더퍼스트","76.9906","202605","02","36,000","-","1","개인","개인","2021","예천5로 32","-","중개거래","충남 서산시","-"
"15373","경기도 화성시 동탄구 산척동","699","0699","0000","동탄 더샵 레이크에듀타운","84.9802","202605","02","89,000","-","1","개인","개인","2019","동탄대로10길 20","-","중개거래","경기 화성시 동탄구","-"
"15374","부산광역시 기장군 일광읍 삼성리","794","0794","0000","일광한신더휴센트럴포레1단지","84.9616","202605","02","46,000","-","15","개인","개인","2020","해빛1로 62","-","중개거래","부산 기장군","-"
"15375","울산광역시 남구 신정동","1918","1918","0000","울산문수로두산위브더제니스","84.8502","202605","02","88,300","-","31","개인","개인","2022","문수로 487","-","중개거래","울산 남구","-"
"15376","광주광역시 광산구 산월동","885-2","0885","0002","호반리젠시빌1","84.3979","202605","02","27,000","-","11","개인","개인","2003","첨단중앙로68번길 60","-","중개거래","광주 광산구","-"
"15377","경상남도 김해시 진영읍 진영리","1690","1690","0000","중흥에스-클래스에코시티","84.9538","202605","02","32,500","-","8","개인","개인","2019","진산대로 59","-","중개거래","경남 김해시","-"
"15378","경기도 용인시 기흥구 언남동","503","0503","0000","스파팰리스리가","84.9700","202605","02","71,800","-","6","개인","개인","2013","언남로 5","-","중개거래","경기 용인시 기흥구","-"
"15379","경기도 수원시 권선구 호매실동","1394","1394","0000","호매실스위첸","59.9000","202605","02","46,300","-","9","개인","개인","2014","호매실로166번길 63","-","중개거래","경기 수원시 권선구","-"
"15380","전북특별자치도 전주시 완산구 효자동1가","902","0902","0000","힐스테이트어울림효자","78.5602","202605","02","52,800","-","8","개인","개인","2022","용머리로 135","-","중개거래","전북 전주시 완산구","-"
"15381","경기도 화성시 동탄구 여울동","1047","1047","0000","동탄2신도시금강펜테리움센트럴파크Ⅰ","69.9678","202605","02","58,900","-","13","개인","개인","2016","동탄대로12길 64","-","중개거래","경기 화성시 동탄구","-"
"15382","경기도 양주시 옥정동","968","0968","0000","양주옥정신도시대방노블랜드더시그니처","73.9740","202605","02","48,000","-","26","개인","개인","2021","회천남로 54","-","중개거래","경기 양주시","-"
"15383","경기도 화성시 동탄구 여울동","998","0998","0000","동탄역에일린의뜰","84.9940","202605","02","71,900","-","3","개인","개인","2016","동탄기흥로353번길 77","-","중개거래","경기 화성시 동탄구","-"
"15384","인천광역시 연수구 송도동","18-7","0018","0007","송도더샵하버뷰(D15)","84.8786","202605","02","83,500","-","29","개인","개인","2012","아트센터대로97번길 56","-","중개거래","인천 연수구","-"
"15385","경기도 군포시 금정동","873-2","0873","0002","충무주공2단지2차(873-2)","41.4000","202605","02","30,700","-","15","개인","개인","1993","산본로 299","-","중개거래","경기 군포시","-"
"15386","인천광역시 서구 당하동","1316-1","1316","0001","예미지더시그너스","84.9559","202605","02","53,000","-","19","개인","개인","2023","이음1로 136","-","중개거래","인천 미추홀구, 인천 서구","-"
"15387","경상남도 김해시 관동동","448-3","0448","0003","팔판마을부영그린타운8차","84.7888","202605","02","18,800","-","13","개인","개인","2005","계동로 31","-","중개거래","경남 김해시","-"
"15388","울산광역시 울주군 언양읍 어음리","175","0175","0000","e편한세상울산역어반스퀘어","74.9680","202605","02","40,900","-","13","개인","개인","2022","언양로 77","-","중개거래","울산 울주군","-"
"15389","경상남도 창원시 성산구 상남동","45-1","0045","0001","성원","84.9100","202605","02","37,000","-","20","개인","개인","1994","원이대로 774","-","중개거래","경남 창원시 성산구","-"
"15390","경상남도 창원시 마산회원구 양덕동","84-1","0084","0001","메트로시티","84.6697","202605","02","62,500","-","32","개인","개인","2009","양덕서로 30","-","중개거래","경남 창원시 마산회원구","-"
